127	Er tritt mich!	2531	¡¡Él está pateándome!!
127	Er tritt mich!	4840791	¡¡Él me está pateando!!
128	Bist du sicher?	2532	¿Estás seguro?
128	Bist du sicher?	434255	¿Estás segura?
128	Bist du sicher?	6131558	¿Sos seguro?
170	Warum fragst du?	2574	¿Por qué lo preguntas?
170	Warum fragst du?	1284881	¿Por qué preguntas?
181	Das macht neugierig	2585	Eso es intrigante
223	Niemand wird's erfahren	2626	Nadie sabrá
223	Niemand wird's erfahren	477215	Nadie lo sabrá
238	Ich bin neugierig	2641	Tengo curiosidad
247	Ich hasse Chemie	2650	Detesto la química
286	Niemand versteht mich	2687	Nadie me entiende
313	Äh... wie läuft's?	180519	Eh... ¿Cómo está marchando eso?
370	Ich nehme ihn	2757	Lo tomo
394	Sprichst du Italienisch?	2778	¿Hablas italiano?
394	Sprichst du Italienisch?	2108907	¿Hablás italiano?
452	Ich heiße Manuel	2822	Me llamo Manuel
452	Ich heiße Manuel	1307074	Mi nombre es Manuel
452	Ich heiße Manuel	661732	Yo me llamo Manuel
470	Ist es schlimm?	2840	¿Es grave?
470	Ist es schlimm?	1280109	¿Es malo?
472	Ich bin einverstanden	2842	Yo estoy de acuerdo
517	Ich habe Kopfweh	339837	Me duele la cabeza
556	Leidenschaft schafft Leiden	590986	La pasión crea el sufrimiento
556	Leidenschaft schafft Leiden	1280169	La pasión da lugar al sufrimiento
623	Es ist kalt	2926	Hace frío
623	Es ist kalt	2109105	Está frío
628	Du hast Recht	2928	Tienes razón
633	Du bist unwiderstehlich	2932	Eres irresistible
651	Ich liebe Lasagne	2938	Adoro la lasaña
678	Gerechtigkeit ist teuer	2944	La justicia es cara
707	Das bedeutet nichts!	589745	Eso no significa nada
707	Das bedeutet nichts!	1240382	¡Eso no quiere decir nada!
707	Das bedeutet nichts!	1439160	¡Eso no significa nada!
964	Wo bist du?	2998	¿Dónde estás?
970	Wohin gehst du?	2999	¿Adónde vas?
970	Wohin gehst du?	765244	¿A dónde vas?
1032	Vergiss uns nicht!	3025	¡No te olvides de nosotros!
1032	Vergiss uns nicht!	599184	¡No nos olvides!
1044	Haben Sie Berufserfahrung?	3037	¿Tiene experiencia profesional?
1044	Haben Sie Berufserfahrung?	1398591	¿Tiene experiencia laboral?
1057	Der Wasserhahn tropft	3049	El grifo gotea
1057	Der Wasserhahn tropft	952957	La canilla está goteando
1131	Wem gehört das?	860365	¿A quién pertenece esto?
1131	Wem gehört das?	1276049	¿De quién es esto?
1145	Magst du Rap?	1172680	¿Te gusta el rap?
1146	Ich liebe Reisen	432192	Me encantan los viajes
6066	Wo warst du?	483485	¿Dónde estabas?
6067	Wer ist dran?	1276061	¿A quién le toca?
126575	Eisen ist hart	1132106	El hierro es duro
136440	Ich bin Hausfrau	801298	Soy ama de casa
138825	Frohes neues Jahr!	136209	¡Feliz Año Nuevo!
139102	Was macht das?	988375	¿Cuánto es?
139111	Kinder brauchen Liebe	449928	Los niños necesitan amor
139111	Kinder brauchen Liebe	1581068	Los niños necesitan cariño
139172	Schokolade schmeckt süß	763543	El chocolate sabe dulce
139400	Wieso weinst du?	543349	¿Por qué lloras?
139830	Ich gehe schlafen!	475570	¡Me voy a dormir!
139831	Sie mag Wein	638371	A ella le gusta el vino
139990	Schlaf gut, Manuel	398441	Que duermas bien, Manuel
181000	Schön, Sie kennenzulernen!	456640	Encantado de conocerlo
181000	Schön, Sie kennenzulernen!	600457	Mucho gusto
330602	Mögen Sie Musik?	755900	¿A usted le gusta la música?
330609	Du bist gefeuert	56698	Estás despedido
330610	Bist du Student?	1190146	¿Tú eres un estudiante?
330610	Bist du Student?	1248449	¿Eres estudiante?
330610	Bist du Student?	6131559	¿Sos un estudiante?
331911	Deine Nase läuft	1289929	Se te caen los mocos
333486	Ich arbeite nicht	333487	Yo no trabajo
333486	Ich arbeite nicht	556227	No trabajo
333486	Ich arbeite nicht	854142	No estoy trabajando
333631	Ich bin Franzose	374542	Soy francés
337371	Sie haben Zwillingstöchter	1004060	Ellos tienen hijas gemelas
338269	Morgen ist Weihnachten	451698	Mañana es Navidad
338434	Lass uns zurückgehen	599240	Volvamos
338438	Es ist spät	431994	Es tarde
338444	Es ist brandneu	735706	Es completamente nuevo
338453	Bring es mir	580879	Tráemelo
338463	Komm bald zurück	1558762	Regresa pronto
338463	Komm bald zurück	738381	Vuelve enseguida
338686	Beantworte die Frage	811523	Responde a la pregunta
338764	Ich werde zurückkommen	491144	Volveré
338767	Es fehlt nichts	964898	No falta nada
338767	Es fehlt nichts	2344246	Nada falta
340407	Glas zerbricht leicht	863593	El cristal se rompe con facilidad
340426	Ich höre Radio	459345	Estoy escuchando la radio
340727	Wovon redest du?	2961	¿De qué estás hablando?
340727	Wovon redest du?	1123760	¿De qué hablas?
340875	Grün steht dir	1281296	El verde te queda
340883	Ich hoffe nicht	765230	Espero que no
340890	Ich bin frei	977447	Yo soy libre
340890	Ich bin frei	9091557	Soy libre
340891	Sind Getränke kostenlos?	1097487	¿Son gratis las bebidas?
340936	Nur Wasser, bitte	560939	Sólo agua, por favor
340938	Vertraue ihm nicht	502299	No confíes en él
340938	Vertraue ihm nicht	977388	No te fíes de él
341047	Wir reden gern	2783491	Nos gusta conversar
341271	Ich mag Kuchen	506815	Me gustan los pasteles
341364	Wasch deine Füße	543405	Lávate los pies
341392	Einzel- oder Doppelzimmer?	462441	¿Habitación individual o doble?
341420	Ich bin bereit	436424	Yo estoy listo
341420	Ich bin bereit	2160346	Estoy listo
341427	Bist du bereit?	584053	¿Estás listo?
341427	Bist du bereit?	685494	¿Estás lista?
341452	Mir geht's gut	455952	Estoy bien
341454	Halt die Fresse!	462431	¡Cállate!
341467	Sie redet viel	380868	Ella habla mucho
341499	Magst du Musik?	343584	¿Te gusta la música?
341505	Ich mag Jazzmusik	12018218	Me gusta la música de jazz
341544	Ich mag Rock	380209	Me gusta el rock
341561	Es wurde dunkel	1896334	Se oscurecía
341601	Ihre Augen lachen	1205916	Sus ojos están riendo
341618	Es war Samstagabend	445675	Era un sábado por la noche
341618	Es war Samstagabend	3846123	Era sábado por la noche
341620	Karin ist Österreicherin	341625	Karin es austríaca
341654	Vor Gebrauch schütteln	524772	Agitar antes de usar
341686	Ich mag Tee	613092	Me gusta el té
341705	Magst du Sport?	947249	¿Te gustan los deportes?
341706	Ich mag Sport	1446360	Me gusta el deporte
341740	Gib dein Bestes!	1857713	¡Haz lo mejor que puedas!
341914	Bald ist Weihnachten	1229552	Pronto será Navidad
341921	Laura schwimmt gerade	1090754	Laura está nadando
341977	Mein Haus brannte	1085506	Mi casa se quemó
341983	Regnet es morgen?	346603	¿Lloverá mañana?
342056	Woraus besteht Aspirin?	1122714	¿De qué se compone la aspirina?
342056	Woraus besteht Aspirin?	2436390	¿De qué está hecha la aspirina?
342191	Wünsch mir Glück	538814	Deséame suerte
342587	Das ist geheim	1306031	Es secreto
342593	Lass mich versuchen	785191	Déjame probar
342593	Lass mich versuchen	1341415	Dejame intentar
342615	Das ist überraschend	1357531	Esto es sorprendente
342615	Das ist überraschend	2171113	Es sorprendente
342817	Er ist stark	341358	Él es fuerte
343045	Zweimal Vanilleeis, bitte	940410	Dos helados de vainilla, por favor
343081	Sprechen Sie Englisch?	340398	¿Habla usted inglés?
343094	Hast du Fieber?	977643	¿Tienes fiebre?
343406	Magst du Fisch?	822465	¿Te gusta el pescado?
343519	Luft ist unsichtbar	529095	El aire es invisible
343522	Ich esse Reis	672155	Estoy comiendo arroz
343526	Er ist Tennisspieler	453706	Él es jugador de tenis
343526	Er ist Tennisspieler	1070854	Es tenista
343566	Er mag Orangen	434959	A él le gustan las naranjas
343566	Er mag Orangen	776640	Le gustan las naranjas
344300	Spricht er Englisch?	346384	¿Él habla inglés?
344338	Wer mag Krieg?	632833	¿A quién le gusta la guerra?
344365	Es regnet wieder!	453852	¡Está lloviendo otra vez!
344372	Er jagt gerne	1123871	Le gusta cazar
344445	Hilf mir, bitte	56697	Por favor échame una mano
344445	Hilf mir, bitte	620177	Ayúdame, por favor
344446	Tut das weh?	1171976	¿Eso duele?
344451	Orangensaft oder Champagner?	3466760	¿Jugo de naranja o champaña?
344542	Was macht Manuel?	1248451	¿Qué hace Manuel?
344542	Was macht Manuel?	2024490	¿Qué está haciendo Manuel?
344545	Tote reden nicht	956991	Los muertos no hablan
344643	Heute ist Montag	346619	Hoy es lunes
344643	Heute ist Montag	745954	Es lunes hoy
344975	Du bist ungezogen	430909	Eres malo
344978	Nur fünfzehn Minuten	491391	Sólo quince minutos
345045	Er schläft noch	2804836	Él todavía está durmiendo
345045	Er schläft noch	9723933	Todavía está durmiendo
345365	Ich bin traurig	476109	Estoy triste
347945	Spielt er Klavier?	857834	¿Toca él el piano?
347945	Spielt er Klavier?	3441593	¿Toca el piano?
347945	Spielt er Klavier?	531198	¿Toca ella el piano?
347945	Spielt er Klavier?	1250891	¿Él toca el piano?
348410	Ich bin Manuel	348406	Yo soy Manuel
348410	Ich bin Manuel	329840	Soy Manuel
348426	Ich habe Pollenallergie	339128	Tengo alergia al polen
349794	Ich fange an	506149	Voy a empezar
349794	Ich fange an	1568006	Yo empiezo
349824	Er ist Lehrer	1281275	Él es profesor
349837	Ich esse Nudeln	3127609	Yo como pasta
349837	Ich esse Nudeln	3127611	Como pasta
349887	Sind Sie Oberschüler?	1368373	¿Eres un estudiante de instituto?
349982	Ist da jemand?	1421470	¿Hay alguien ahí?
351060	Zitronen sind sauer	598218	Los limones son ácidos
351060	Zitronen sind sauer	2393028	Los limones son acedos
351593	Haben Sie abgenommen?	1330487	¿Ha adelgazado?
351599	Ich bin beschäftigt	562694	Estoy ocupado
351740	Ich weiß nicht	376608	No sé
351755	Das ist Zeitverschwendung	343209	Eso es una pérdida de tiempo
351775	Ich habe Rückenschmerzen	339927	Tengo dolor de espalda
352023	Das ist alles	620566	Eso es todo
352090	Sie ist unhöflich	2750049	Es maleducada
352304	Er spricht schnell	686932	Él habla rápido
352522	Er rächte sich	339103	Él se vengó
352559	Wie heißt er?	461028	¿Cómo se llama?
352559	Wie heißt er?	180721	¿Cuál es su nombre?
352585	Bald ist Frühling	573282	La primavera llegará pronto
352769	Ich mag Hunde	558715	Me gustan los perros
352769	Ich mag Hunde	2206296	Los perros me gustan
352770	Ich mag Katzen	2049195	Me encantan los gatos
352772	Er kommt vielleicht	477295	Tal vez él vendrá
352773	Bob kann kochen	1055603	Bob sabe cocinar
353018	Trink deine Milch	621845	Bebe tu leche
353018	Trink deine Milch	1191780	Tómate tu leche
353018	Trink deine Milch	1191781	Bébete tu leche
353071	So ein Unsinn!	1392472	¡Qué disparate!
353541	Kommt mit uns	576637	Venid con nosotros
353549	Wir sind Studenten	495245	Somos estudiantes
353549	Wir sind Studenten	1623892	Somos alumnos
353596	Ich bin schön	454258	Soy hermosa
353596	Ich bin schön	854805	Yo soy guapa
353738	Folgt seinem Beispiel	1006271	Siga su ejemplo
353766	Gestern war Sonntag	707955	Ayer fue domingo
353900	Hunde können schwimmen	864817	Los perros pueden nadar
354426	Ich will schlafen	380916	Quiero dormir
354430	Ich will abnehmen	874367	Quiero perder peso
354438	Ich will Wasser	2780388	Yo quiero agua
355346	Mama, beeil dich!	1617487	¡Mamá! ¡Apurate!
355353	Ich brauche dich	436906	Te necesito
355926	Ich bin Unternehmer	355796	Soy un empresario
356022	Ich glaube nicht	1697987	Creo que no
356155	Was kochst du?	536453	¿Qué estás cocinando?
356157	Was kocht ihr?	1966043	¿Qué están cocinando?
356159	Was liest du?	625767	¿Qué estás leyendo?
356159	Was liest du?	726089	¿Qué lees?
356160	Was wurde gestohlen?	1284325	¿Qué fue robado?
356167	Er ist Wissenschaftler	341770	Él es científico
356168	Er ist Dichter	999559	Él es poeta
356169	Das ist seltsam	1310863	Eso es extraño
356170	Es ist unglaublich	456222	Es increíble
356170	Es ist unglaublich	1240434	¡Eso es increíble!
356181	Sind Sie müde?	2213708	¿Está usted cansado?
356294	Er ist hier!	754628	¡Él está aquí!
356294	Er ist hier!	557921	¡Aquí está él!
356296	Manuel ist glücklich	542842	Manuel es feliz
356297	Judy ist intelligent	1266230	Judy es inteligente
356298	So ist es	1199113	Eso es lo que hay
356542	Esst und trinkt	1619885	Coman y beban
356625	Ich habe Zellulitis	1604305	Tengo celulitis
357121	Wer ist sie?	687733	¿Quién es ella?
357163	Weggegangen, Platz vergangen	3082	Quien fue a Sevilla perdió su silla
357180	Die Kirchenglocken läuten	1068626	Las campanas de la iglesia están sonando
357478	Ruf einen Krankenwagen	738328	Llama a una ambulancia
357753	Rede nicht so	736716	No hables así
357753	Rede nicht so	1469708	No hables de esa manera
357773	Vertraut ihm nicht	559917	No confiéis en él
357783	Vertrau ihm nicht	502299	No confíes en él
357783	Vertrau ihm nicht	977388	No te fíes de él
357788	Zimmer zu vermieten	883918	Habitación para alquilar
357792	Willkommen zu Hause	544053	Bienvenido a casa
357792	Willkommen zu Hause	544054	Bienvenida a casa
358158	Es regnet ununterbrochen	1637844	Llueve sin cesar
358205	Woher kamen sie?	542855	¿De dónde venían?
358302	Alle mögen ihn	1408599	Todos lo quieren
358338	Er stand auf	717459	Él se puso de pie
358338	Er stand auf	1086727	Él se levantó
358366	Antworten Sie mir	598127	Respóndame
358379	Ich kann schwimmen	1248530	Sé nadar
358406	Komm her, Manuel	11593	Ven aquí, Manuel
358408	Komm mich besuchen	994447	Ven a visitarme
358411	Komm sofort hierher	922688	Ven aquí inmediatamente
358411	Komm sofort hierher	922689	Ven aquí de inmediato
358599	Er kann schwimmen	865711	Él sabe nadar
359569	Er muss sterben	1421493	Él debe morir
359596	Haben Sie Streichhölzer?	1639394	¿Usted tiene fósforos?
359601	Habt ihr Schwestern?	857788	¿Tenéis hermanas?
359602	Sprechen Sie Französisch?	452059	¿Usted habla francés?
359602	Sprechen Sie Französisch?	790134	¿Habla usted francés?
359602	Sprechen Sie Französisch?	2144094	¿Ustedes hablan francés?
359611	Sprechen Sie Japanisch?	347360	¿Sabe hablar japonés?
359617	Putzt eure Zähne	1089708	Cepillaos los dientes
359620	Öffnet eure Augen	788023	Abran sus ojos
359620	Öffnet eure Augen	1778406	Abrid los ojos
360305	Mach deine Hausaufgaben	809481	Haz los deberes
360374	Ich will leben	1073903	Quiero vivir
360538	Sie haben Zwillinge	1639472	Ellos tienen gemelos
360789	Was ist los?	461060	¿Qué pasa?
360789	Was ist los?	477219	¿Qué ha pasado?
360789	Was ist los?	2721060	¿Qué sucede?
360789	Was ist los?	415940	¿Qué está pasando?
360790	Er ist einflussreich	5048481	Es influyente
360790	Er ist einflussreich	5048480	Él es muy influyente
360795	Ich habe Ferien	1256538	Estoy de vacaciones
360795	Ich habe Ferien	1364441	Tengo vacaciones
360798	Ich bin verheiratet	585500	Estoy casado
360798	Ich bin verheiratet	585501	Estoy casada
360799	Ich trage Kontaktlinsen	1579858	Uso lentes de contacto
360802	Ich bin fertig	436424	Yo estoy listo
360802	Ich bin fertig	2160346	Estoy listo
360805	Ich bin Bäcker	563673	Soy panadero
360809	Folge meinem Rat!	1042395	¡Sigue mi consejo!
360821	Wir sind Australier	561882	Somos australianos
360834	Leider regnete es	1207834	Desafortunadamente llovió
360914	Ich kenne dich	1201944	Yo te conozco
360915	Ich danke dir	534195	Te lo agradezco
360918	Ich denke anders	2106505	Yo pienso distinto
360920	Ich gehe jetzt	3045049	Ahora me voy
360922	Ich hasse Karaoke	811988	Odio el karaoke
360924	Ich kenne sie	1713858	Los conozco
361128	Oh mein Gott!	1248496	¡Oh, Dios mío!
361132	Gott segne dich!	1237262	¡Que Dios te bendiga!
361137	Gott, höre mich!	1041146	¡Dios, escúchame!
361146	Lachen ist gesund!	1694935	¡Reír es saludable!
361287	Sie verwählte sich	1080042	Ella marcó el número equivocado
361425	Das ist Karl	1306037	Ese es Carl
361443	Bitte versuche es	1342164	Pruébalo por favor
361458	Möchtest du gehen?	774793	¿Quieres ir?
361458	Möchtest du gehen?	1036239	¿Te gustaría ir?
361529	Sie arbeitete hart	970711	Ella trabajó duro
361557	Danke im Voraus!	1258457	Te agradezco de antemano
361557	Danke im Voraus!	1258458	Gracias de antemano
361557	Danke im Voraus!	1258459	Agradeciéndole con anticipación
361557	Danke im Voraus!	1326881	Gracias por adelantado
362092	Wer ist er?	329919	¿Quién es él?
362092	Wer ist er?	541328	¿Quién es?
362098	Er schreibt Bücher	701622	Él escribe libros
362098	Er schreibt Bücher	5115269	Escribe libros
362124	Sie wurde wütend	508488	Ella se enfadó
362124	Sie wurde wütend	1128004	Ella se enojó
362124	Sie wurde wütend	8046312	Se enojó
362124	Sie wurde wütend	8046311	Se enfadó
362233	Reisen Sie viel?	867026	¿Viaja usted mucho?
362234	Reist ihr viel?	540344	¿Viajáis mucho?
362241	Manuel liebt Laura	1400477	Manuel ama a Laura
362253	Sieh mich an	588045	Mírame
362299	Was isst Manuel?	343159	¿Qué está comiendo Manuel?
362646	Ich liebe sie	776952	La amo
362651	Ich will fahren	1283159	Quiero conducir
362707	Nur für Erwachsene	569398	Sólo para adultos
362707	Nur für Erwachsene	2770532	Solo para adultos
362743	Ich spiele Geige	507141	Toco el violín
362756	Darf ich unterbrechen?	1165989	¿Puedo interrumpir?
363253	Er beging Selbstmord	505703	Él se suicidó
363357	Drei Eis, bitte	399546	Tres helados, por favor
363468	Einen Moment, bitte	853321	Espera un momento, por favor
363468	Einen Moment, bitte	1327449	Un momento, por favor
363960	Ich möchte viel	1402287	Quiero muchas cosas
364435	Er ist alt	1249858	Él es anciano
365440	Ich habe zugenommen	619906	He ganado peso
365565	Papier brennt leicht	972412	El papel se quema fácilmente
365840	7 Dollar, bitte	492976	Siete dólares, por favor
365846	Sei nicht traurig	617522	No estés triste
365931	Willst du mitkommen?	1827352	¿Quieres venir?
366440	Ihre Zimmernummer, bitte?	1705559	Su número de habitación, por favor
366506	Genug für heute	1395246	¡Basta por hoy!
367095	Magst du Äpfel?	545896	¿Te gustan las manzanas?
367098	Ich bin Chinese	791807	Soy chino
367100	Fleisch oder Fisch?	1173653	¿Carne o pescado?
367149	Sei nicht dumm	590879	No seas tonto
367149	Sei nicht dumm	986022	No seas estúpido
367350	Er raucht nicht	752244	No fuma
367350	Er raucht nicht	853531	Él no fuma
367408	Tanzen Sie gerne?	1240356	¿Os gusta bailar?
367409	Tanzt ihr gerne?	1641087	¿Les gusta bailar?
367466	Laura lächelte süß	1606045	Laura sonrió adorablemente
367473	Hast du Kopfschmerzen?	1057240	¿Te duele la cabeza?
367503	Ich koche gerade	1249365	Ahora estoy cocinando
367503	Ich koche gerade	1249367	En este momento estoy cocinando
367778	Gib ihm Zeit	917557	Dale tiempo
367880	Geschichte wiederholt sich	506837	La historia se repite
367937	Ich bin Vegetarier	399432	Soy vegetariano
367937	Ich bin Vegetarier	1388534	Soy vegetariana
368050	Die Rechnung bitte	2876	La cuenta, por favor
368246	Ist sie verheiratet?	699002	¿Está casada?
368284	Kennt ihn jemand?	1047615	¿Alguien le conoce?
368284	Kennt ihn jemand?	1207441	¿Alguien lo conoce?
368600	Ich mag Sprachen	454567	Me gustan los idiomas
368828	Er wurde Pianist	1288110	Se hizo pianista
369221	Was bekümmert dich?	758110	¿Qué te preocupa?
369376	Sie ist stur	336315	Ella es una persona obstinada
369376	Sie ist stur	865246	Ella es obstinada
369477	Jedem das Seine	577885	A cada uno lo suyo
369579	Geld stinkt nicht	1581904	El dinero no apesta
369579	Geld stinkt nicht	576380	El dinero no huele
369801	Ich komme sofort	600431	Enseguida vengo
369801	Ich komme sofort	6170834	Vengo enseguida
369840	Jeder liebt Musik	579769	A todo el mundo le gusta la música
369880	Sie lernen nachmittags	5032781	Estudian por las tardes
370055	Lass uns gehen!	790255	Vamos
370055	Lass uns gehen!	1415977	¡Vámonos!
370091	Er ist Englischlehrer	562095	Él es maestro de inglés
370137	Hat er Kinder?	1082666	¿Él tiene hijos?
370137	Hat er Kinder?	434571	¿Tiene hijos?
370138	Ich fotografiere gerne	2789840	Me gusta sacar fotos
370160	Hast du Husten?	345297	¿Tiene usted tos?
370160	Hast du Husten?	743009	¿Tienes tos?
370203	Denk darüber nach	6688889	Medítalo
370203	Denk darüber nach	702559	Piénsatelo
370203	Denk darüber nach	746308	Piénsalo
370211	Er hat Lungenkrebs	541893	Tiene cáncer de pulmón
370214	Stechen diese Insekten?	672036	¿Estos insectos pican?
370304	Leben Sie hier?	523502	¿Usted vive aquí?
370305	Lebt ihr hier?	1263636	¿Ustedes viven aquí?
370325	Habt ihr Tiere?	2196770	¿Tenéis animales?
370330	Habt ihr Kinder?	738975	¿Tenéis hijos?
370331	Haben Sie Kinder?	434571	¿Tiene hijos?
